name,place_id,lat,lon,rating,price_level,types,formatted_address,business_status,website,international_phone_number,reviews_count
New Chandra Garden and Swimming Pool,ChIJA0aK1LhV4joREpaPlVxa61c,6.9147186,80.04090110000001,4.3,2,"restaurant, food, point_of_interest, establishment","No 96, 1 A Avissawella Rd, 10654, Sri Lanka",OPERATIONAL,N/A,+94 77 754 3767,82
111 HOT FOODS,ChIJH9AH8iZV4joRw5b16dD21CE,6.9142969,80.0423131,3.0,2,"restaurant, food, point_of_interest, establishment","111 Habarakada - Homagama Road, Sri Lanka",OPERATIONAL,N/A,+94 77 087 1234,0
New Chandra Bakers & Family Restaurant,ChIJ4SUNoW9U4joR0mYDA4502Ew,6.9152536,80.04070689999999,3.9,2,"restaurant, food, point_of_interest, establishment","69 Avissawella Rd, Sri Lanka",OPERATIONAL,http://www.chandragarden.com/,+94 112 142 004,157
Miyurasa Hotel,ChIJTf4SBm9U4joR3eskmQzTq4M,6.9158716,80.0401764,3.6,1,"restaurant, food, point_of_interest, establishment","1613 Avissawella Road, Ranala, Sri Lanka, Sri Lanka",OPERATIONAL,N/A,+94 112 415 482,77
Madu's Kitchen,ChIJLyRYWaFX4joRcomZgusp2DM,6.9058185,80.03559109999999,3.0,2,"restaurant, food, point_of_interest, establishment","Batewela, Kaduwela 10640, Sri Lanka",OPERATIONAL,N/A,+94 74 123 0705,0
Liyange Hotel,ChIJX3iMza9V4joRwo3Ubul0PJQ,6.916009600000001,80.03905379999999,4.3,2,"restaurant, food, point_of_interest, establishment","W28Q+CJ3, Sri Lanka",OPERATIONAL,N/A,N/A,39
Rice pot family restaurant,ChIJwzTGawBV4joR-cctsth8Rsk,6.9171784,80.0368404,3.5,2,"restaurant, food, point_of_interest, establishment","53 Avissawella Rd, Sri Lanka",OPERATIONAL,N/A,+94 70 249 3140,2
නිමෙත්,ChIJzVvuRblV4joRZ1_kp24KqEY,6.9171618,80.04466819999999,3.0,2,"restaurant, food, point_of_interest, establishment","W28V+VV7 Anuradha Gas Watta, Wattala, Sri Lanka",OPERATIONAL,N/A,N/A,0
Mesandu Food Center,ChIJ_fIIBV5V4joRfhWSHTyA-Jo,6.9176292,80.0350833,4.0,2,"restaurant, food, point_of_interest, establishment","Avissawella Rd, Sri Lanka",OPERATIONAL,N/A,+94 70 382 6724,2
Thinara Cafe,ChIJPbwtRkJV4joRtYC8j9gl6Kc,6.918128299999999,80.0353434,4.7,2,"restaurant, food, point_of_interest, establishment","W29P+744, Sri Lanka",OPERATIONAL,N/A,+94 71 139 3576,3
Cinnamon Lanka Hotel & Restaurant,ChIJAweFewBV4joRKwtRWkDViM0,6.9126638,80.0491533,3.8,2,"restaurant, food, point_of_interest, establishment","W27X+3M6 Bus Stop, Embulgama, Sri Lanka",OPERATIONAL,N/A,N/A,6
Heaven's master kitchan,ChIJo-GAqepV4joRCTEIlZR-Lqc,6.9189913,80.03491389999999,3.0,2,"restaurant, food, point_of_interest, establishment","30, C/1/2 Avissawella Rd, 10654, Sri Lanka",OPERATIONAL,N/A,+94 76 468 3787,4
Pahan Gimhana(zeon),ChIJmzWLB4pT4joR7tcm3-JH3B8,6.909258899999999,80.0508254,3.0,2,"restaurant, food, point_of_interest, establishment","113,Kanda Road,Ambulgama, Hanwella 10654, Sri Lanka",OPERATIONAL,N/A,N/A,0
CHILLOUT CAFE,ChIJb05NTxJT4joR6tOO9akl00w,6.900463299999999,80.0457836,3.0,2,"restaurant, food, point_of_interest, establishment","W22W+58M, නල්ලතන්නිය, Sri Lanka",OPERATIONAL,N/A,N/A,0
Methmini Bake House & Hotel,ChIJMabxW-lV4joRisfCCpVtY0w,6.9086028,80.0537665,3.9,2,"restaurant, food, point_of_interest, establishment","W353+CGR, Embulgama, Sri Lanka",OPERATIONAL,N/A,N/A,37
House of sisil,ChIJWRsUM1BT4joRrjDNObmQDRY,6.8970493,80.0323203,4.4,2,"restaurant, food, point_of_interest, establishment","V2WJ+RW8, Embulgama, Sri Lanka",OPERATIONAL,https://www.facebook.com/randeepa.randeepa.50,+94 76 480 6842,7
K&P FAMILY RESTAURANT,ChIJueIXawAV_DoRKMGJTycFbjI,6.9040782,80.0540863,5.0,2,"restaurant, food, point_of_interest, establishment","W333+JJP, Goodshed Rd, Vavuniya, Sri Lanka",OPERATIONAL,N/A,N/A,1
Keat Family Restaurant,ChIJZx9IoMNT4joREWrJbgPOKVE,6.8935398,80.0392956,4.8,2,"restaurant, food, point_of_interest, establishment","V2VQ+8J5, Embulgama, Sri Lanka",OPERATIONAL,N/A,+94 70 300 7941,24
Himesha Kasun (Alvin),ChIJa2zB0Y9T4joRPvfVfkUmPqM,6.895732499999999,80.04840159999999,3.0,2,"restaurant, point_of_interest, food, establishment","V2WX+79R, Unnamed Road, Embulgama, Sri Lanka",OPERATIONAL,N/A,+94 76 203 3556,0
Kaha bath bufe,ChIJ_QS4w2lV4joRMdY9g-j2Eqs,6.9066648,80.0565919,3.0,2,"restaurant, point_of_interest, food, establishment","W344+MJ8 Bus Stop, Artigala, Sri Lanka",OPERATIONAL,N/A,N/A,0
Yello Rice Buffet,ChIJOy1Txo9V4joRGmfYp40wAJ4,6.90667,80.056618,4.0,2,"restaurant, point_of_interest, food, establishment","W344+MJ9 Bus Stop, Artigala, Sri Lanka",OPERATIONAL,N/A,N/A,1
Dragon burger cafe,ChIJcVZgnNZT4joRUuRmCwkh6jY,6.8927605,80.03873569999999,4.9,2,"restaurant, point_of_interest, food, establishment","Panagoda - Embulagama Rd, Colombo, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 75 596 4127,20
Varuna Senevikumara,ChIJewXnO-ZV4joRR7spljLlHV8,6.911906099999999,80.02183649999999,3.0,2,"restaurant, point_of_interest, food, establishment","W26C+QP8, Sri Lanka",OPERATIONAL,N/A,N/A,0
NADUN UYANA,ChIJifNJM1FT4joRAWhSaHW3QOE,6.8998922,80.056214,4.1,2,"restaurant, point_of_interest, food, establishment","V3X4+XF4, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 71 241 0496,17
Elite Restaurant by Hotel Grand Elite,ChIJc6qbq_dV4joR8h3yAaYTLDg,6.923721100000001,80.0264995,4.0,2,"restaurant, point_of_interest, food, establishment","No 706/A, ""Uswatta Nawagamuwa, 10654, Sri Lanka",OPERATIONAL,N/A,+94 74 201 2036,2
The Blooms - LAVENRO Garden,ChIJDcITKUlV4joR-jQp5rCSwWc,6.910748,80.0594018,3.0,2,"restaurant, point_of_interest, food, establishment","W365+7QR, Avissawella Rd, Kosgama, Sri Lanka",OPERATIONAL,N/A,+94 362 030 500,0
Hotel Grand Elite - Luxury Banquets,ChIJTwE9DfNV4joRIAWIvDkIcjM,6.9238751,80.02638879999999,4.3,2,"meal_takeaway, restaurant, point_of_interest, food, establishment","No 706/A, ""Uswatta"", Nawagamuwa, 10654, Sri Lanka",OPERATIONAL,N/A,+94 74 202 1301,21
Sisila Hotel,ChIJtQpa4UJV4joRxXNd2lOeECI,6.9063117,80.06052749999999,3.0,2,"restaurant, point_of_interest, food, establishment","W346+G6C, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Curry Madura,ChIJ7XbpL1JT4joRC1ImdV5mKVo,6.894661300000001,80.05631819999999,3.0,2,"restaurant, point_of_interest, food, establishment","Artigala, V3V4+VG8 House, Honnanthara, පිළියන්දල, Sri Lanka",OPERATIONAL,N/A,N/A,0
N N Catering,ChIJ55HMBvFT4joRP5tGCw1UaBk,6.8941401,80.0230976,3.7,2,"restaurant, point_of_interest, food, establishment","V2VF+M65, Sri Lanka",OPERATIONAL,N/A,+94 72 821 0868,6
Pallawala Hotel,ChIJQ_4dUT1U4joR9xnbLZ2Cvls,6.923493700000001,80.02048359999999,3.6,2,"restaurant, point_of_interest, food, establishment","W2FC+95X, Sri Lanka",OPERATIONAL,N/A,N/A,9
Kalu Gale Pol Roti Kade,ChIJ1YkVLwBV4joRg3r4q0eWsfA,6.9295636,80.0261684,5.0,2,"restaurant, point_of_interest, food, establishment","Hanwella Malwana Rd, Sri Lanka",OPERATIONAL,N/A,N/A,2
143 Family Restaurant,ChIJbd28WwBV4joR4SKifueO8DM,6.906571199999999,80.0639746,4.6,2,"restaurant, point_of_interest, food, establishment","305/2/A/ Artigala, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 70 188 0413,9
Master Boat Hotel,ChIJiW8vsiJU4joRMv8BC1WRKSk,6.9238605,80.0196746,3.0,2,"restaurant, food, point_of_interest, establishment","W2F9+GVV, Sri Lanka",OPERATIONAL,N/A,+94 72 644 2353,0
Keth Pawana,ChIJZxlVlaZV4joR4Uvuniv8Lrs,6.9347059,80.0370453,4.0,2,"restaurant, food, point_of_interest, establishment","W2MP+VRM, Sri Lanka",OPERATIONAL,N/A,+94 76 303 1321,2
Perera & Sons,ChIJnSj6uSJU4joRPecTXSZhhrw,6.9240404,80.0192143,4.3,2,"restaurant, food, point_of_interest, establishment","W2F9+JM8, Seethawakapura, Sri Lanka",OPERATIONAL,N/A,+94 114 369 614,88
Kubo Holiday Bungalow,ChIJoYRZQo9V4joRUjwHcZHAf_k,6.9314928,80.0536602,4.0,2,"restaurant, food, point_of_interest, establishment","W3J3+HFV, Liyanora Rd, Seethawakapura, Sri Lanka",OPERATIONAL,N/A,+94 77 712 6417,6
Vegetarian Food,ChIJle-wXVZV4joRGdjN0hUvKCY,6.9242075,80.0187286,3.0,2,"restaurant, food, point_of_interest, establishment",Sri Lanka,OPERATIONAL,N/A,N/A,0
Revonro Hotel,ChIJq7lrLwBV4joRH4wdrWhipcs,6.9066917,80.0664426,4.0,2,"restaurant, food, point_of_interest, establishment","W348+MHG, Artigala, Sri Lanka",OPERATIONAL,N/A,N/A,1
The Pandora Family Restaurant,ChIJyVhqcQBV4joRYgSDhvUE5P8,6.9076606,80.06678420000001,3.0,2,"restaurant, food, point_of_interest, establishment","W358+3M5, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Prarthana Hotel,ChIJW6T5lFlV4joRFcZaJ8sr9nE,6.907969199999999,80.06722189999999,4.3,2,"restaurant, food, point_of_interest, establishment","Artigala, Sri Lanka",OPERATIONAL,N/A,+94 75 359 7174,12
Hiru Cafe,ChIJ9_f3X3JT4joRSVmDNP8ZC3k,6.892508599999999,80.0181985,3.0,2,"restaurant, food, point_of_interest, establishment","V2V9+274, Habarakada - Homagama Road, Homagama, Sri Lanka",OPERATIONAL,N/A,N/A,0
Ambalama Leisure Lounge,ChIJDeo3C61U4joRFUBmLldOcO0,6.9126038,80.095711,3.9,2,"lodging, spa, restaurant, food, point_of_interest, establishment","Avissawella Road, Hanwella, Sri Lanka",OPERATIONAL,http://www.ambalama.lk/,+94 75 966 0519,1791
Dio Jey Restaurant - Giridara 1 / Dompe 2 / Malabe 3,ChIJ3bkdaNZU4joRsQqfjlmtGTQ,6.9437788,80.0912614,3.9,2,"restaurant, food, point_of_interest, establishment","No 145/1A, Giridara Kapugoda, Gampaha 10662, Sri Lanka",OPERATIONAL,http://diojeyfood.wix.com/diojey,+94 71 321 0200,119
Upali Hotel,ChIJSyaDcABV4joRqE_MuxN7Xfg,6.909511200000001,80.081015,3.0,2,"restaurant, food, point_of_interest, establishment","Hanwella Bus Station, AB10, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Best food,ChIJRSISX5JV4joRTBq2nSAo4Xk,6.9088242,80.0802885,3.0,2,"restaurant, food, point_of_interest, establishment","W35J+G4F, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Happy Wok Restaurant,ChIJFVMB1P5T4joRWC7WvTFIoBc,6.9088143,80.0802835,3.9,2,"restaurant, food, point_of_interest, establishment","34/B,main street, Avissawella Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 773 9609,38
kelaniwelly nature resort,ChIJWzJNiqNU4joRWQNz_WFlIZg,6.9099396,80.08125299999999,3.0,2,"restaurant, food, point_of_interest, establishment","W35J+XGC, Colombo - Hanwella Low Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Sri Devi Ambaal Cafe,ChIJZ91cwUNV4joRoWf7FjBBrqk,6.9086927,80.080199,3.0,2,"restaurant, food, point_of_interest, establishment","W35J+F3G, Colombo - Hanwella Low Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 303 2005,0
Ganthera Awanhala,ChIJpWfpdKRU4joR3JWWHL9KADo,6.909971400000001,80.0813428,4.2,2,"restaurant, food, point_of_interest, establishment","W35J+XGP, Hanwella 10650, Sri Lanka",OPERATIONAL,N/A,+94 77 447 2848,32
Reliance,ChIJNdQe4qNU4joR0XpdP288-d4,6.9084764,80.08040249999999,3.9,2,"restaurant, bakery, food, point_of_interest, store, establishment","Reliance - Hanwella, Colombo - Hanwella Low Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 75 850 5050,42
Hansagiri Family Restaurant,ChIJT8BZ36NU4joRgJ_pOS0_amw,6.9083998,80.07970089999999,3.5,2,"restaurant, food, point_of_interest, establishment","W35H+9V4, Colombo - Hanwella Low Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,33
"""SEE"" The Market Kitchen",ChIJezVskxlV4joRP0WP_DhUcls,6.9082618,80.08062129999999,4.7,2,"restaurant, food, point_of_interest, establishment","Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 040 0938,7
Hotel de Madina,ChIJnTboMwBV4joRoupapBE129U,6.9087274,80.0816382,3.0,2,"restaurant, food, point_of_interest, establishment","No 83 Main Street, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Pizza Hut - Hanwella,ChIJ3fWbiEdV4joRML6GcbhImy0,6.9078671,80.079364,4.4,2,"restaurant, food, point_of_interest, establishment","132/5 Colombo Road, Hanwella, Sri Lanka",OPERATIONAL,http://pizzahut.lk/,+94 112 729 729,198
Sunrise resuranat,ChIJNeGLrZRV4joR6p9OTjuY7Y8,6.908317599999999,80.08156120000001,5.0,2,"restaurant, food, point_of_interest, establishment","W35J+8JF, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,3
Omari Retreat - Hanwella,ChIJB7atZQBV4joRmdLO531FOb0,6.9122135,80.080778,5.0,2,"restaurant, food, point_of_interest, establishment","40, Thiththapaththara, Sri Lanka",OPERATIONAL,N/A,+94 75 387 4438,4
Vip eleven eleven resturent,ChIJiXdUoUZV4joR_uR5_Nz0nnY,6.9124973,80.080833,5.0,2,"restaurant, food, point_of_interest, establishment","W36J+X8W Samanabedda, Hanwella 10650, Sri Lanka",OPERATIONAL,N/A,+94 71 713 8704,3
Hanwella Rest House by Ceylon Hotels Corporation,ChIJdfaEFKRU4joR7DM5npXdXZU,6.9093,80.0826052,4.2,2,"restaurant, bar, food, point_of_interest, establishment","Cross Rd, Hanwella, Sri Lanka",OPERATIONAL,https://www.chcplc.com/,+94 74 220 5941,24
Food corner Hanwella,ChIJU_x7QUZV4joRbXO5ul6IMmg,6.9081439,80.0779258,5.0,2,"restaurant, food, point_of_interest, establishment","Hanwella, Sri Lanka",OPERATIONAL,https://www.facebook.com/profile.php?id=100090986514404&mibextid=ZbWKwL,N/A,4
Orenta Hut Restaurant,ChIJEySTmqFU4joRF7KgOo1gdHY,6.907588400000001,80.0782808,4.4,2,"restaurant, food, point_of_interest, establishment","Pahala, W35H+28J, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 838 8661,7
Chili restaurant,ChIJm3IrBQBV4joRI7IcT66FfCw,6.908379999999999,80.08296,3.0,2,"restaurant, food, point_of_interest, establishment","W35M+954, Cross Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Wadey joint,ChIJf_1QHQBV4joRLF3ZcjClOSU,6.907577700000001,80.0776143,5.0,2,"meal_takeaway, restaurant, point_of_interest, food, establishment","W35H+232, Colombo - Hanwella Low Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,2
Mr.Grill,ChIJKXu5oJpV4joRfrJ6rSWoi9g,6.908437699999999,80.0832406,5.0,2,"restaurant, point_of_interest, food, establishment","07 Cross Rd, Hanwella 10650, Sri Lanka",OPERATIONAL,N/A,+94 77 403 4666,2
Hanwella Muslim Hotel,ChIJj4CunKZU4joR8eugagdn3wQ,6.9081692,80.0835014,3.3,2,"restaurant, point_of_interest, food, establishment","Hanwella Town, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,35
Gage kade ගගේ කඩේ,ChIJt2hYis9V4joRbj44QwOgcR0,6.9090275,80.0844717,5.0,2,"restaurant, point_of_interest, food, establishment","305 Avissawella Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 362 254 527,1
Dulandhi Vegiterian,ChIJ1UU5qc1V4joRQdjZ4hmFGgY,6.9072024,80.0841087,5.0,2,"restaurant, point_of_interest, food, establishment","W34M+VJQ Junction, Road, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 75 794 7977,1
Bathpatha,ChIJSzX6ZLtV4joRgOLOIC_A8as,6.9097531,80.08575379999999,4.2,2,"restaurant, point_of_interest, food, establishment","25 Old Road, Hanwella 10650, Sri Lanka",OPERATIONAL,N/A,+94 77 749 8336,62
Jayasiri Hotel,ChIJpRod6tNV4joRuO5pOUzN6QE,6.9076834,80.0747288,5.0,2,"restaurant, point_of_interest, food, establishment","W35F+3VH, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,2
Seviyer Tasty Food Corner,ChIJibKj20hV4joRzxJXw_z-blY,6.9151281,80.0854741,4.7,2,"restaurant, point_of_interest, food, establishment","Hanwella-Pugoda-Weke-Urapola Rd, Sri Lanka",OPERATIONAL,N/A,+94 77 274 9749,3
Gurubawila Family Restaurant Hanwella,ChIJCTu1XA5V4joRY_uEhwO2tkQ,6.9109815,80.0877603,3.9,2,"restaurant, point_of_interest, food, establishment","Hanwella, Sri Lanka",CLOSED_TEMPORARILY,https://www.facebook.com/gurubawila.hanwella,+94 76 636 0704,8
Hotel Karma,ChIJi5f6PQBV4joRf8hyuXCRNOo,6.911563500000001,80.0884791,2.8,2,"restaurant, point_of_interest, food, establishment","W36Q+JCM, Colombo - Hanwella Low Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 127 1207,13
Hasiru Chinese Food,ChIJlw66JkhV4joRctLhWKiK4Vc,6.904198999999999,80.0866939,5.0,2,"restaurant, point_of_interest, food, establishment","428/A haras paara, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 674 0920,1
Hela bojun,ChIJC15rIwBV4joRQZuqVBzL0wA,6.906927500000001,80.071626,4.5,2,"restaurant, point_of_interest, food, establishment","174/B, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,2
Randiya restaurant රන්දිය රෙස්ටුරන්ට්,ChIJvyuKgiNV4joRL-9W-ZSrr7k,6.911798,80.0887697,5.0,2,"restaurant, point_of_interest, food, establishment","W36Q+PG6 Bus Stop, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 364 303 000,1
New Dulandhi Vegetarian Hotel,ChIJWWkYpK9U4joRy4P_P0Cnxi4,6.9116145,80.0888757,4.3,2,"restaurant, point_of_interest, food, establishment","Hanwella Town, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,20
Katagesma,ChIJnQOTnixV4joRqvSaafdH_dg,6.9116979,80.0890821,3.9,2,"restaurant, point_of_interest, food, establishment","W36Q+MJG Bus Stop, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 762 4154,59
කටගැස්ම හංවැල්ල,ChIJYeq8GE9V4joRcbnEwGtkkDM,6.911675799999999,80.089097,2.6,2,"restaurant, point_of_interest, food, establishment","W36Q+MJH Bus Stop, Hanwella, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 70 581 1581,19
Darshana Bite House,ChIJvw6Kpa9U4joRuHwOSKBGETs,6.9116656,80.0891086,3.0,2,"restaurant, point_of_interest, food, establishment","Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
Kurulu Uyana,ChIJrQA-xq9U4joR2M6g2sO8BLM,6.9127424,80.0890203,3.4,2,"restaurant, point_of_interest, food, establishment","W37Q+3JR, High Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,25
Beli sewana hotel pahathgama,ChIJX6ah3qlV4joRCoJ9qv3RslA,6.9057122,80.0893786,2.0,2,"restaurant, point_of_interest, food, establishment","219 High Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,1
Softee Bakers & Restaurant,ChIJfdYwB7pU4joRgWHi3fbs3Sg,6.918770299999999,80.0870051,3.7,2,"restaurant, point_of_interest, food, establishment","Hanwella - Kirindiwela - Urapola Rd, Tittapattara, Sri Lanka",OPERATIONAL,N/A,+94 72 136 7936,123
Supipi Hotel,ChIJFWcKjldT4joRhF0iQCTLxhE,6.9016101,80.0876028,3.5,1,"restaurant, food, point_of_interest, establishment","W32Q+J2X, High Level Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,84
piyasa,ChIJp-81pfhV4joROhxskbPQzJg,6.919645099999999,80.0865807,5.0,2,"restaurant, food, point_of_interest, establishment","W39P+VJ4, Sri Lanka",OPERATIONAL,N/A,+94 77 833 6031,1
Omari retereat restaurent,ChIJkYkEEgBT4joRNCAa0w8HJ38,6.8978344,80.0814292,5.0,2,"restaurant, food, point_of_interest, establishment","V3XJ+4HM, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,2
Niro Family Restaurant,ChIJIdjYKABT4joR9HsVucrmUQ8,6.8978344,80.0814292,3.0,2,"restaurant, food, point_of_interest, establishment","V3XJ+4HM, Hanwella, Sri Lanka",OPERATIONAL,N/A,N/A,0
HOT HUT,ChIJdSWlt7lU4joRZXf3zrm25rM,6.921138000000001,80.08555080000001,3.9,2,"restaurant, food, point_of_interest, establishment","W3CP+F63, Pugoda-Weke-Urapola Road, Hanwella, Sri Lanka",OPERATIONAL,http://www.thehothut.com/,+94 71 765 1010,132
BRO RESTO,ChIJ6XOc4SFV4joRIE-sXFI1bUk,6.9129309,80.0956384,3.9,2,"restaurant, food, point_of_interest, establishment","193, Wanahagoda, Hanwella 10650, Sri Lanka",OPERATIONAL,N/A,+94 364 333 007,19
Ambalama Restaurant,ChIJu2B7YQBV4joRNsjPQqgYH3U,6.912687099999999,80.0957552,3.0,2,"restaurant, food, point_of_interest, establishment","Avissawella Rd, Sri Lanka",OPERATIONAL,N/A,+94 75 966 0523,0
R.O Cafe,ChIJQxni_mOr4zoRODVKgwHHwYk,6.918622399999999,80.098823,3.6,2,"restaurant, food, point_of_interest, establishment","W39X+CGW, Kaluaggala - Labugama, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 362 252 598,10
Kanro Holiday Resort,ChIJCX6yzcVU4joRKj4-wgj9sVY,6.9304504,80.0845871,4.1,2,"lodging, restaurant, food, point_of_interest, establishment","117, 117 Hanwella - Kirindiwela - Urapola Rd, Thiththapaththara, Sri Lanka",OPERATIONAL,N/A,+94 112 406 104,202
Star Food Cabin,ChIJmXzqdQCr4zoRq5apB_3NtnM,6.9169288,80.1000849,3.0,2,"restaurant, food, point_of_interest, establishment","W38X+QX, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 77 038 2012,0
Leyons Foods (Pvt) Ltd,ChIJB4JOZ0yr4zoRL7lnH6VgPgo,6.9181699,80.1013361,3.6,2,"restaurant, bakery, store, food, point_of_interest, establishment","96 Avissawella Rd, Hanwella, Sri Lanka",OPERATIONAL,N/A,+94 362 254 214,517
Saminro Banquet Hall,ChIJszl_RtdV4joRSqB3vR8mfgM,6.9332674,80.0850038,4.1,2,"restaurant, food, point_of_interest, establishment","W3MP+822, Thiththapaththara, Sri Lanka",OPERATIONAL,N/A,+94 71 392 9471,26
Portcity restaurant world,ChIJRciMx99Z4joRUBsSuEUzh9c,6.9378036,79.8368426,3.0,2,"restaurant, food, point_of_interest, establishment","WRQP+4PG, Port City Colombo, Sri Lanka",OPERATIONAL,N/A,+94 117 700 611,0
Light House Galley,ChIJj-bbHiZZ4joRIDF5G53ixlk,6.9361019,79.841217,4.3,2,"restaurant, food, point_of_interest, establishment","Chaithya Rd, Colombo 00100, Sri Lanka",OPERATIONAL,http://lighthousegalley.lk/,+94 117 192 583,2966
Jpo Family Restaurant,ChIJY1w4_iVZ4joRbSn_88PJFlE,6.9350288,79.84117270000002,3.0,2,"restaurant, food, point_of_interest, establishment","WRPR+2F7, Chaithya Rd, Colombo 00100, Sri Lanka",OPERATIONAL,N/A,N/A,0
Honey Beach Club,ChIJuy5rmiVZ4joRxxivuHB-nNo,6.9332748,79.8417674,4.4,3,"bar, restaurant, food, point_of_interest, establishment","The Kingsbury Colombo, 48 Janadhipathi Mawatha, Colombo 00100, Sri Lanka",OPERATIONAL,https://www.thekingsburyhotel.com/dining/honey-beach-club.html,+94 77 108 7720,1338
Chill Colombo,ChIJM7y7ZQBZ4joRi0mS3mQy6co,6.9314659,79.8410354,4.8,2,"restaurant, food, point_of_interest, establishment","Down Town Duty Free Mall, Port City, Chaithya Rd, Colombo 00100, Sri Lanka",OPERATIONAL,http://www.chillcolombo.com/,+94 112 335 428,465
Nihonbashi By Dharshan,ChIJx1UVZf5Z4joR1cjbkAZcbZs,6.9315298,79.84112929999999,4.1,2,"restaurant, food, point_of_interest, establishment","Shop, Plot 01, Port City, No. 5 and 6, 01-12 Chaithya Rd, Colombo 00100, Sri Lanka",OPERATIONAL,http://www.nihonbashi.lk/,+94 77 936 0250,108
Tenkū,ChIJZaJgCM9Z4joRDra4xGszEVM,6.9330867,79.84192019999999,4.8,2,"restaurant, food, point_of_interest, establishment","48 Janadhipathi Mawatha, Colombo 00100, Sri Lanka",OPERATIONAL,https://www.thekingsburyhotel.com/dining/tenku,+94 76 971 7814,45
Shri Vani Vilas,ChIJK73KQv1Y4joRci9zeWSZKbg,6.9416639,79.86463220000002,4.0,2,"restaurant, food, point_of_interest, establishment","256 & 258 M. J. M. Lafeer Mawatha, Colombo, Sri Lanka",OPERATIONAL,N/A,+94 112 322 922,3735
Sri Suryas Hotel,ChIJ99pQUuBY4joRHUjDEf6KuGc,6.942792,79.854631,4.2,2,"restaurant, food, point_of_interest, establishment","255 Sea St, Colombo 01100, Sri Lanka",OPERATIONAL,N/A,+94 112 424 789,1797
Perera & Sons - Jampettah St,ChIJJf8HeORY4joRKzy14eh-Jlc,6.946206600000001,79.8598562,4.1,2,"bakery, restaurant, food, point_of_interest, store, establishment","WVW5+FWQ, Jampettah St, Colombo 01300, Sri Lanka",OPERATIONAL,http://www.pereraandsons.com/,+94 112 756 433,781
Dominos Pizza - Kotahena,ChIJEQnuV-RY4joRsM8UfN9K8QQ,6.948194000000001,79.8604493,4.1,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment","Ground Floor, No. 174 ජෝර්ජ් ආර්. ද සිල්වා මාවත, කොළඹ 01300, Sri Lanka",OPERATIONAL,N/A,+94 117 777 888,763
Pizza Hut - Kotahena,ChIJ_Y5PS-RY4joRgXt-awkKCvI,6.948352099999999,79.8610689,4.0,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment","3 Bonjeen Rd, Colombo 00130, Sri Lanka",OPERATIONAL,https://www.pizzahut.lk/,+94 112 729 729,684
Japanese Biopathy,ChIJtU0lxjxZ4joREeaeiIA96pE,6.929818699999999,79.8478073,3.0,2,"restaurant, food, point_of_interest, establishment","Parsons Rd, Colombo, Sri Lanka",OPERATIONAL,http://japanesebiopathy.com/Contact.html,+94 77 369 5297,0
Fazly's,ChIJ49TaEj5Z4joRJvtOtEvIEho,6.9244781,79.8506364,4.1,2,"restaurant, food, point_of_interest, establishment","135 Malay St, Colombo 00200, Sri Lanka",OPERATIONAL,http://fazlys.com/,+94 112 304 504,5027
